caseId	origin	category	resolutionText	curve	pointsBits	evaluationTimeBits	expectedKind	expectedBits	expectedCategory	sampleRateBits	sampleNumberBits
rt-seed-1584	seeded	seeded-linear	0.001	LINEAR	0000000000000000:c051a8fcbd96ca37;4038400000000000:c013428b6d03abb0;4042800000000000:4046f1645937af5c;4044e00000000000:40465bfc61a2a4c0;4049700000000000:404bd6652843796c	0000000000000000	bits	c051a8fcbd96ca37			
rt-seed-1585	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:bfd4bd023f9c94ac;4038c00000000000:3fe5d131e3704336;4047f00000000000:bfda991df7331280	0000000000000000	bits	bfd4bd023f9c94ac			
rt-seed-1586	seeded	seeded-linear	5	LINEAR	0000000000000000:3ff32dcf3aea48eb;4026000000000000:4022d1d07b58883b	40015295631de85a	bits	0000000000000000			
rt-seed-1587	seeded	seeded-linear	0.01	LINEAR	0000000000000000:c001614c0630c8a0;4002000000000000:c0452ecab2fd498e;402e800000000000:4021c9f9c5db0d58	4029b0de3a157b40	bits	bfe2e147ae147ae1			
rt-seed-1588	seeded	seeded-linear	5	LINEAR	0000000000000000:3fde9cd0852ebd04;4034200000000000:3fc0db2c8660d53c;4046200000000000:3fd4dd277ae9c6a0	40407ed0e396f38f	bits	0000000000000000			
rt-seed-1589	seeded	seeded-linear	0.01	LINEAR	0000000000000000:c03d68910daf3114;402e400000000000:4017f3096b827be0;4030400000000000:40569603a3118614;4035400000000000:4040f477f218df08;4046600000000000:c0380e704b7357b8	0000000000000000	bits	c03d68910daf3114			
rt-seed-1590	seeded	seeded-linear	1	LINEAR	0000000000000000:bfb0eb9343b6b750;402e800000000000:bfdfbe7e36ac4d14;4038200000000000:bfedc1551fcd8ba4;4041700000000000:bfec1631c25d4486	401d23f835a375e8	bits	0000000000000000			
rt-seed-1591	seeded	seeded-linear	0.25	LINEAR	0000000000000000:c0586ea6366d54d2;4020800000000000:c03379c8e8bdd730;403e000000000000:40533fdc0128d83e;4046900000000000:405684d1d70979ac	40132af054602aa7	bits	c04a200000000000			
rt-seed-1592	seeded	seeded-linear	0.2	LINEAR	0000000000000000:405ecc2f36aecb9f;4011000000000000:404655b3c5901397;4025400000000000:402c6e4fbaf7e54e;4038200000000000:40447abf95130a21	40313bf5edb332b5	bits	403b333333333333			
rt-seed-1593	seeded	seeded-linear	5	LINEAR	0000000000000000:3fe4dd77c4ffb1d6;4031600000000000:bfd333ff682bcab8;403a000000000000:bfcaa646e2df89a0	402e538e22f8765e	bits	0000000000000000			
rt-seed-1594	seeded	seeded-linear	0.001	LINEAR	0000000000000000:404d2dc097f0af6c;4012000000000000:403ce4752242a5c8;4035e00000000000:4056310e89fc9872;4045900000000000:c057a038caa97f1c	403c7ae28325c124	bits	403fcd4fdf3b645a			
rt-seed-1595	seeded	seeded-linear	0.5	LINEAR	0000000000000000:bf9e76f6b07ca440;4013800000000000:bfbd1e7de08a8230;401c800000000000:3febd7eb1342d1fa;4024800000000000:3fe503de85d04586;4025c00000000000:3fdeb2f6cccbd330	401115d225242fbd	bits	0000000000000000			
rt-seed-1596	seeded	seeded-linear	0.10	LINEAR	0000000000000000:bfefab319317333c;4029400000000000:3fb13903efc0b370	40288d19886c51b0	bits	0000000000000000			
rt-seed-1597	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:c022fea99e148190;4034200000000000:4057e33e6112f1e6;4040100000000000:c052ad718d7ce676;4043d00000000000:c046461f3cd2311b;404d000000000000:403b985398fcc7c4	4049e1553ce77268	bits	4008b0fcd32f707a			
rt-seed-1598	seeded	seeded-linear	5	LINEAR	0000000000000000:40524a45b124a8dc;402fc00000000000:4053bb74f7e46c40	4035e00000000000	bits	4053bb74f7e46c40			
rt-seed-1599	seeded	seeded-linear	0.1	LINEAR	0000000000000000:bf889e18ec640c00;4037a00000000000:3fe5fd644faf4dbc;403e400000000000:bfd618c5d03cfe5c	40280078ebed8f7f	bits	3fd3333333333333			
rt-seed-1600	seeded	seeded-linear	-1	LINEAR	0000000000000000:40585e6f40a3a300;4037000000000000:404d07edb1307940;4043200000000000:4052178c86ba1002;4043600000000000:c0420213a3f466ea;404ed00000000000:40527bfc45231c74	3ff155ab8f04df58	bits	4057e79d11ce1a69			
rt-seed-1601	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:408c8a06b035c6f7;4031400000000000:4087d4bbec7f4954;4032200000000000:4084168fc068f8ca;4044100000000000:4045588683f24d53;4044e00000000000:408114cae013b4e2	402acb6c6737c3ec	bits	4088e25eccd5cf5b			
rt-seed-1602	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:bfa03895b220aac0;4024800000000000:3fe47eb1ff9a3508	4018172994373c8f	bits	3fcf9add3746f65f			
rt-seed-1603	seeded	seeded-linear	0.2	LINEAR	0000000000000000:4057b3998e099176;4024800000000000:4044ed62473985f8	4020151b59e85b43	bits	404ab33333333333			
rt-seed-1604	seeded	seeded-linear	0.01	LINEAR	0000000000000000:405697cf28553eab;4037000000000000:4052585065c93fee;403ac00000000000:4018f3e2e6307946	4013d98b9d6a4763	bits	4055ad70a3d70a3d			
rt-seed-1605	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:402c650691875dd9;3ffa000000000000:403aa1dda07b2ac6;4034600000000000:402b9a2eb49f1225;4044600000000000:403acf3426447499	40415ebbb20bb65d	bits	4036f8f082b47ac6			
rt-seed-1606	seeded	seeded-linear	0	LINEAR	0000000000000000:4057ace3dd880ca5;4033800000000000:404aafee6738bd17;4043000000000000:405cc9021b5b26bb	4043000000000000	bits	405cc9021b5b26bb			
rt-seed-1607	seeded	seeded-linear	0	LINEAR	0000000000000000:404203f5c3169a1c;4021c00000000000:405a470e09f0f965;4040000000000000:405c0f0fac533832	40358b531c6ad3e5	bits	405b40e1ca40ead6			
rt-seed-1608	seeded	seeded-linear	1	LINEAR	0000000000000000:406c7293079437b5;3ffc000000000000:4071ae2770786e95;4017000000000000:404f3f3526a5c4f8;4033c00000000000:407e1d8187771068;403fc00000000000:40834b9c3d38f1d8	3fe65e624e8d09b0	bits	406f200000000000			
rt-seed-1609	seeded	seeded-linear	0.001	LINEAR	0000000000000000:40470902ecef9b90;4031e00000000000:404150acedadc0d8;403a200000000000:404a3edd72ebe98c;4044400000000000:c057c67651ab7a95	402f24cb7ca57456	bits	40420d70a3d70a3d			
rt-seed-1610	seeded	seeded-linear	0.5	LINEAR	0000000000000000:404c1fb673a02ccf;4033400000000000:405cba8a80732306;4043e00000000000:401cb9d4897efa34	3fd9b99e1cd02ace	bits	404c800000000000			
rt-seed-1611	seeded	seeded-linear	0.5	LINEAR	0000000000000000:40540cfadc521c74;402fc00000000000:40872e2fdf8acc4d	402f4afc3cf5dcfc	bits	4086e00000000000			
rt-seed-1612	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:c03458295f4a7814;4032400000000000:c05280f4501ce292;403ea00000000000:c0279279fcd26718	402900ecac6389f0	bits	c04c74f02e4564d5			
rt-seed-1613	seeded	seeded-linear	1	LINEAR	0000000000000000:4045b4705441100c;4035800000000000:40529170086006ea	4033350744bde1f7	bits	4051800000000000			
rt-seed-1614	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:405ccc09ba1908b2;4036400000000000:401de39f17a04e58;4043f00000000000:403745bbeb81ad37;404c200000000000:4021a367110fb029	0000000000000000	bits	405ccc09ba1908b2			
rt-seed-1615	seeded	seeded-linear	0.1	LINEAR	0000000000000000:403d9a29c80d12e8;4038200000000000:4054564994cd4b04	400b05f80537bf61	bits	4042666666666666			
rt-seed-1616	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fe3f3c184b07f7b;4028c00000000000:3fde453efb60b78a;403da00000000000:3fe4279a006c5b6a	401ea7e139ad42c3	bits	3fe147ae147ae148			
rt-seed-1617	seeded	seeded-linear	0.01	LINEAR	0000000000000000:40510582547e57e7;4012800000000000:4052c4809c094148	40075a61d818ad32	bits	40521f5c28f5c28f			
rt-seed-1618	seeded	seeded-linear	0.00	LINEAR	0000000000000000:3fdf9ae9c765c430;3fe0000000000000:3fee9186cc384cec;4032600000000000:bfb9a38370caee10;4034c00000000000:3fc33db196286370;403d000000000000:bfdd6b384d6829a4	0000000000000000	bits	3fdf9ae9c765c430			
rt-seed-1619	seeded	seeded-linear	0.25	LINEAR	0000000000000000:408524c87e91cf96;402d400000000000:4087dc1f27f4ef00;403ca00000000000:408651a65f907d2e	0000000000000000	bits	408524c87e91cf96			
rt-seed-1620	seeded	seeded-linear	5	LINEAR	0000000000000000:4039fa961dafe02e;4027000000000000:403f27d2d3aa8deb;4039e00000000000:405e73ffd3eab127	0000000000000000	bits	4039fa961dafe02e			
rt-seed-1621	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3fe9d08ae27bac18;400c000000000000:3f985540431a2cc0;4024000000000000:3fe3ba80fc1dac6c;4040300000000000:3fc2f92095b8a030	4035a1559ad29aa1	bits	3fe0000000000000			
rt-seed-1622	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:40472f19e10c01d0;4027800000000000:c04f06157e4d9f8a	40260840772c92d4	bits	c04ba3573c6ddade			
rt-seed-1623	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:407d5bca0f1d2b78;4033800000000000:407603e6639ac2e8	3fffd87f93a8a2f8	bits	407c9c71c2ca7d89			
rt-seed-1624	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:3fe742a5047d2f92;402f800000000000:3fb718435dce9650;4037e00000000000:3fe8586d4787307b	4037e00000000000	bits	3fe8586d4787307b			
rt-seed-1625	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:408aa062e0762aed;4035c00000000000:4014079b68b86676	4020dae5780ce927	bits	40805ebe8eaf0cc4			
rt-seed-1626	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:40705100613377e4;4033000000000000:40888a3fe1b7dcbf;403c600000000000:407cdf1983b5d5e1	0000000000000000	bits	40705100613377e4			
rt-seed-1627	seeded	seeded-linear	0.2	LINEAR	0000000000000000:40887aac8b915b21;4013000000000000:407a5028f622b663;403da00000000000:408ea1e17e7eef80;4040200000000000:40887700b52f5f67;4048300000000000:408b5e66637cee34	40480fa08b3576dd	bits	408b51999999999a			
rt-seed-1628	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:4038ce5875dc7215;4008000000000000:40441d6472c3a1ad	3ff83a8fe28e2a92	bits	40403c0ca1e4f38e			
rt-seed-1629	seeded	seeded-linear	0	LINEAR	0000000000000000:bfe20eabacaac2fc;4036a00000000000:3fb91d5e3501bf90	3febefd06f21f4f6	bits	bfe13d4934d51bcc			
rt-seed-1630	seeded	seeded-linear	0	LINEAR	0000000000000000:403b33a7d1272ac8;4012800000000000:402f86909ac39dfa;403d400000000000:403c0cebff30a127;4044c00000000000:405dd43c6c8b8145	0000000000000000	bits	403b33a7d1272ac8			
rt-seed-1631	seeded	seeded-linear	0.5	LINEAR	0000000000000000:4081c4f442f7046a;4036000000000000:407f962b51b60cac	40206b6acc6ee26d	bits	40810c0000000000			
rt-seed-1632	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:404c381f3fa33981;4027400000000000:404dcda19c31dd95;403ba00000000000:405e77e3a7c7d519;4041300000000000:405e0dfd728dc96b	4048b00000000000	bits	405e0dfd728dc96b			
rt-seed-1633	seeded	seeded-linear	0.001	LINEAR	0000000000000000:c045270d85ccb3fa;401a800000000000:401d21aca8736580;4024400000000000:c01b9c7c9ce10680;4040900000000000:c04b5f531536f42c;404b100000000000:4054335e6f55a6b0	404342dc0fdc8784	bits	c033e83126e978d5			
rt-seed-1634	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:408db417b58a05c8;401d800000000000:407466bb4c60881e;403a000000000000:40735e4289c27184;4046300000000000:403b5e6cdfeea3a2;4049a00000000000:408d7cc67bd4ca9a	404380f5401c92be	bits	405b795e4316d605			
rt-seed-1635	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:4076521df690f9be;4025400000000000:4043df42a4facaa0	0000000000000000	bits	4076521df690f9be			
rt-seed-1636	seeded	seeded-linear	0	LINEAR	0000000000000000:c00a6021c03a96a0;4026800000000000:c04f8226415a0076;4035400000000000:c04cae441573159f;4037800000000000:404d68155ff8a848;403ac00000000000:c03fa06fadc09bc8	4017908176d5030a	bits	c04148e6acf43f7e			
rt-seed-1637	seeded	seeded-linear	0.01	LINEAR	0000000000000000:c057baa11f440668;4031800000000000:c052ef53792bf4f5	40112a93e0e9201f	bits	c0568e147ae147ae			
rt-seed-1638	seeded	seeded-linear	0.001	LINEAR	0000000000000000:c02b5ab852f948b0;3fe4000000000000:4057f8205ca4df6c;4007000000000000:c058ec02ec8c7025;402b400000000000:403738badad53664	4007000000000000	bits	c058ec02ec8c7025			
rt-seed-1639	seeded	seeded-linear	1	LINEAR	0000000000000000:3fca69957621c660;4035200000000000:3fe80cfd119ea039;403fa00000000000:3fb7a4811f4ee5a0;4046600000000000:3fd83a9ea975028c	40446bb79b0b4d08	bits	0000000000000000			
rt-seed-1640	seeded	seeded-linear	0.00	LINEAR	0000000000000000:3fc1fc4b187814e8;4023c00000000000:3fd792bbf82cf62c;4041200000000000:3fd4d75b214c233c;404cd00000000000:3fdf7904336a7598	4037daa5337752ea	bits	3fd601a3e5405d75			
rt-seed-1641	seeded	seeded-linear	0.01	LINEAR	0000000000000000:bfd9f331a4bc50a8;402b000000000000:3fd39f6884a223c4;4043300000000000:3fd794f6cdc53f74;404f400000000000:bfef9f0e12d4fc12;4051680000000000:bfc7e97cd1df5df8	402390b6297dbb83	bits	3fbc28f5c28f5c29			
rt-seed-1642	seeded	seeded-linear	0.00	LINEAR	0000000000000000:4086f9ec0c8e0951;4029400000000000:4071c213b365c795	4029400000000000	bits	4071c213b365c795			
rt-seed-1643	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:c04af87a157bc16a;4010800000000000:c0543b166d2b1dee;4035a00000000000:403d6d42a3178910	0000000000000000	bits	c04af87a157bc16a			
rt-seed-1644	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3fabc4750a063d90;4030200000000000:3fe28419bad8a0c3;403c600000000000:3fec26027694d916;4041f00000000000:3fec183716cf096e	403efeb25a3b4c1f	bits	3fec28f5c28f5c29			
rt-seed-1645	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:40852c8d33cd15ce;4025800000000000:408000a0d046a697	404c600000000000	bits	408000a0d046a697			
rt-seed-1646	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:404fbcc6dc06daf4;4036a00000000000:c0213f02c73a0ab8	4025a1ca5605ac4d	bits	403d020fef1880b0			
rt-seed-1647	seeded	seeded-linear	0.00	LINEAR	0000000000000000:4044f5a3e973bea4;402fc00000000000:404cae850f36feb8	3ffa647520f3b03a	bits	4045c30d5a9c0024			
rt-seed-1648	seeded	seeded-linear	0.10	LINEAR	0000000000000000:404cf3956b9e0718;4038000000000000:408eafbc53962d5f;4040300000000000:408492558334ae1f	0000000000000000	bits	404cf3956b9e0718			
rt-seed-1649	seeded	seeded-linear	0.10	LINEAR	0000000000000000:40852b73e5c381c3;4036200000000000:408e0b76df072955;403ac00000000000:408259d35ab85002;4045c00000000000:4061cf746d9d0ad6	403cddbe0a94a3b3	bits	408098cccccccccd			
rt-seed-1650	seeded	seeded-linear	0	LINEAR	0000000000000000:4064b4cd5c3b8c33;4010000000000000:4059a774e79488ca;401b800000000000:405dee92f0d2ba38	400e14796c353229	bits	405a99822197b46e			
rt-seed-1651	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fc8dd26eccf4af0;401f800000000000:3fe834c1220d1110;403b000000000000:bfe564fa7dffa91c	401a4779d7c756e3	bits	3fe5397241845196			
rt-seed-1652	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:4046f82f7d722264;4034200000000000:404efe8e91caab23	40194c60553e45e0	bits	40497dcd8706efde			
rt-seed-1653	seeded	seeded-linear	0.2	LINEAR	0000000000000000:404c462054565df3;4032c00000000000:4041b64c2466bc79;4041500000000000:4051ee9191323985;4048300000000000:40515f78c587f5e7;404a800000000000:40281bd48c8b22e3	402957f6714ff2fe	bits	4045333333333333			
rt-seed-1654	seeded	seeded-linear	0.1	LINEAR	0000000000000000:402c687cc31d5298;4036000000000000:c04a75e646e6b55c;403c800000000000:4056732d27020fb6;4049c00000000000:c01f08fbe3c327b0;404f700000000000:c043f4edd1a73374	401b44edb6a472b0	bits	c01a000000000000			
rt-seed-1655	seeded	seeded-linear	-1	LINEAR	0000000000000000:40811698eab8baf4;4026400000000000:40817d6f7ad4eadb;403fe00000000000:4078c41824360a4d;4040700000000000:4087d5b693f3f4e7	0000000000000000	bits	40811698eab8baf4			
rt-seed-1656	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:4080bfeca4041297;4027400000000000:408b96a0f439a203;4032e00000000000:4084bb6509d812f0;4040f00000000000:408cc3a927b6b030;404bc00000000000:404b510c41feba21	404bc00000000000	bits	404b510c41feba21			
rt-seed-1657	seeded	seeded-linear	0.5	LINEAR	0000000000000000:40396f2588f62c8c;3ff4000000000000:403b1a71f0b44e38	3fbfb939691b258a	bits	4039800000000000			
rt-seed-1658	seeded	seeded-linear	0.10	LINEAR	0000000000000000:bfb55bd4639c1eb0;4006000000000000:3fea8782a636dc26;4038c00000000000:3fea4c097bd0f34a	4050f00000000000	bits	3fea4c097bd0f34a			
rt-seed-1659	seeded	seeded-linear	0.00	LINEAR	0000000000000000:405fc79c075bfcba;4000000000000000:4083f9129bc19fb0;4030c00000000000:40468beaef4c9f4f	402efb971e305f69	bits	4057f213556633b8			
rt-seed-1660	seeded	seeded-linear	0.01	LINEAR	0000000000000000:40309bd473496394;402e400000000000:4050f3c4225af46e;4039a00000000000:405e4b87c31b5470;403bc00000000000:4050bb024cef67f7	4022f4c86f4ff545	bits	40485851eb851eb8			
rt-seed-1661	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fd9d5c2e0ed57fc;402d400000000000:3fea83fe608b78f9	40130be587da0378	bits	3fe158438bc7ee7f			
rt-seed-1662	seeded	seeded-linear	5	LINEAR	0000000000000000:3fe0a3f2ba3e13d6;4019800000000000:3fee01b534c2760e;403ce00000000000:3fd0b997ebea1162	400420567cdf917a	bits	0000000000000000			
rt-seed-1663	seeded	seeded-linear	0.001	LINEAR	0000000000000000:405cae588a750ada;4038c00000000000:40413d967b6c5744	401af3ea78c3a0fb	bits	4057383126e978d5			
rt-seed-1664	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3fe452f2581be412;3ff0000000000000:3fe56806803d0caa	3fc22c66f3b71684	bits	3fe47a493c89f40a			
rt-seed-1665	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:3fd9e28ec9cc36c4;4030000000000000:3fee3e802f162724;403b400000000000:3fe9d08cbf125ef5	0000000000000000	bits	3fd9e28ec9cc36c4			
rt-seed-1666	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3fd2aaee58887200;4034e00000000000:bfc4fcd811057600;4043f00000000000:c057d1a1827c99cc;4047800000000000:c04a4c2c6ba3e757;4048000000000000:402d53710a849370	4023345cc6bdb17d	bits	3fb503cdead9fe0e			
rt-seed-1667	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fe08fbbcbbeccaa;4022400000000000:3fd9fdd8e3267670;402dc00000000000:3fc243cbc845973c	4028a9a81677ca17	bits	3fd09727481cb2ac			
rt-seed-1668	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3fdcfee36a778d4c;402d400000000000:3fdde3ee13357534;403f000000000000:3fea19482ebeabac;4042700000000000:3fe726321621a5de	0000000000000000	bits	3fdcfee36a778d4c			
rt-seed-1669	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3fef010263026fc4;4034800000000000:3fa57203fa6df5c0	40194b75fe2ef8e1	bits	3fe5da80ea762b00			
rt-seed-1670	seeded	seeded-linear	0	LINEAR	0000000000000000:c03fb63d5edb3eac;4039600000000000:c010032301a2b7c0	402defa3a9a72b60	bits	c02ebbfe569408e6			
rt-seed-1671	seeded	seeded-linear	0.001	LINEAR	0000000000000000:40773b0c6530d53d;4030a00000000000:4085f9f01d24f04c;4042100000000000:408f29269a8d341d;4044d00000000000:408a23566c15b620	3fdd2debdfcca31d	bits	4077cc872b020c4a			
rt-seed-1672	seeded	seeded-linear	0.2	LINEAR	0000000000000000:4052b82bebac5771;4022400000000000:3feb6a9709a4f882;403ce00000000000:402ff1ce58fcf54e;403ea00000000000:405c982e567e4a5c	40323ecf6927c2e3	bits	401f333333333333			
rt-seed-1673	seeded	seeded-linear	5	LINEAR	0000000000000000:c0494d80e9fa47c5;4023000000000000:403c8120d910f818	4023000000000000	bits	403c8120d910f818			
rt-seed-1674	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:403350fe56cdb198;3ffe000000000000:4044ffa6215a0fc6;402d800000000000:404a502f8ce568ed;403e800000000000:405f31dd601bfcb9	40302137bc0626eb	bits	404d7940ab9e9e73			
rt-seed-1675	seeded	seeded-linear	-1	LINEAR	0000000000000000:c0492df735555b9e;4029000000000000:404bb78480492d68;402d400000000000:c0537bcedecda1fd;4034a00000000000:c0337daee4378d48	3ffa45b2ba03262f	bits	c0423b23907c74b8			
rt-seed-1676	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:c0412b0422cb0aa0;4011800000000000:c050be8b7115e9b7;4025000000000000:c031655badebc78c	4047400000000000	bits	c031655badebc78c			
rt-seed-1677	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fc7f84890eaeab0;4034800000000000:3feee9e34ed4d788	402b7aafc0eb7090	bits	3fe6b1fc9bd8d95d			
rt-seed-1678	seeded	seeded-linear	0.10	LINEAR	0000000000000000:404adf3c1956041b;4030400000000000:40490b117c1c63bb;4033600000000000:405eb7c60b776b71	401c8f347a43f49d	bits	404a19999999999a			
rt-seed-1679	seeded	seeded-linear	0.001	LINEAR	0000000000000000:406861344e70136e;4036a00000000000:40824f586e9983a2;403d800000000000:4077438168b5603b	4055a00000000000	bits	4077438168b5603b			
rt-seed-1680	seeded	seeded-linear	0.2	LINEAR	0000000000000000:401a7f0109844629;4038200000000000:4050cad461bd6036;4041800000000000:4049f96d2c83ef7d	4040bb3ad8a28515	bits	404b19999999999a			
rt-seed-1681	seeded	seeded-linear	0.01	LINEAR	0000000000000000:c0182d5d17a6bec0;402d400000000000:c0420fb9deaa063e;4042700000000000:c04e092e422da2a0	402d400000000000	bits	c0420fb9deaa063e			
rt-seed-1682	seeded	seeded-linear	0.1	LINEAR	0000000000000000:3fe679a5bc4396f5;402dc00000000000:3fe78acece3d2829	40250946921e4d89	bits	3fe6666666666666			
rt-seed-1683	seeded	seeded-linear	0.2	LINEAR	0000000000000000:408618d29f43608f;401c800000000000:408a8aafa96070c7	0000000000000000	bits	408618d29f43608f			
rt-seed-1684	seeded	seeded-linear	0.01	LINEAR	0000000000000000:bfeda017f591e37a;4031600000000000:bfdfc409fdaefd64;4032800000000000:bfe2d43ae20500d2;4037400000000000:bfcd87b5ff696bf0;403c000000000000:bfea03b4a8b9d324	4038a5dcc9becb61	bits	bfd999999999999a			
rt-seed-1685	seeded	seeded-linear	0.01	LINEAR	0000000000000000:4068daafb7b40a24;4036200000000000:4087d20110ac20de;4045300000000000:4066eb79637e7aaa;4045900000000000:4063460668aa0c03	4052480000000000	bits	4063460668aa0c03			
rt-seed-1686	seeded	seeded-linear	0.01	LINEAR	0000000000000000:403fcb0d920c8bb0;4015000000000000:40463824a76fcd44;401d000000000000:c03c58499ab68ef4;4032e00000000000:403ab2951bdb863c;4034c00000000000:40404b60e755cee0	4029fe57b794bcc0	bits	bff23d70a3d70a3d			
rt-seed-1687	seeded	seeded-linear	1	LINEAR	0000000000000000:40582f6c76a5494f;4036400000000000:405df2db699e322a;4045a00000000000:4045f47574f97346;4047f00000000000:405ea86da4efda61;404f800000000000:405430998be6c94c	404e5314fe320c94	bits	4056000000000000			
rt-seed-1688	seeded	seeded-linear	0.2	LINEAR	0000000000000000:bfb3a2345263a6e0;3ff8000000000000:3fe2556742ac4a92	0000000000000000	bits	bfb3a2345263a6e0			
rt-seed-1689	seeded	seeded-linear	0.10	LINEAR	0000000000000000:406aa6148fa6741f;4030400000000000:4081a6c050a804d2	402338ce158a47dc	bits	407a51999999999a			
rt-seed-1690	seeded	seeded-linear	5	LINEAR	0000000000000000:4087c767f1736018;401a800000000000:40858737aef687e2	3ff4750422ead8cf	bits	4087700000000000			
rt-seed-1691	seeded	seeded-linear	0.2	LINEAR	0000000000000000:c035b2b910f424a0;4031800000000000:c042fe34d1d17c9f;4042800000000000:403ca7ff5e0fca18	0000000000000000	bits	c035b2b910f424a0			
rt-seed-1692	seeded	seeded-linear	0.001	LINEAR	0000000000000000:4037e013c6351820;4034e00000000000:404d466b9a0c01d4	3ff08682d8fe41cb	bits	4039970a3d70a3d7			
rt-seed-1693	seeded	seeded-linear	1	LINEAR	0000000000000000:4085db5061a29362;4025c00000000000:407cfe12c02937e9;4038000000000000:40882971082801c7	40256388bd1675ac	bits	407d400000000000			
rt-seed-1694	seeded	seeded-linear	0.5	LINEAR	0000000000000000:405c8663c713b57e;4028800000000000:401566bee8cbc1ec;4042900000000000:4056dfefc8c94f1f;404de00000000000:40391227668f0676;4054480000000000:404c37090959ee65	402334a4c7cabb8b	bits	403d000000000000			
rt-seed-1695	seeded	seeded-linear	0.2	LINEAR	0000000000000000:401245fd0d0e3890;3ff6000000000000:40370f23e8137ac4	3fef6087ecdfbd8a	bits	403199999999999a			
rt-seed-1696	seeded	seeded-linear	-1	LINEAR	0000000000000000:4071d436d5c1e2a7;4008000000000000:407c52233b5f96e8;4020800000000000:4079fb531c1b058a;4034000000000000:40888d043993669a	40328c112c8131f6	bits	40871f193a1b902e			
rt-seed-1697	seeded	seeded-linear	0.25	LINEAR	0000000000000000:407a9ab2f3b880c4;4030400000000000:407388144d561427;403d000000000000:407b2f53a72223d7;4048000000000000:4039dfdfc1b49396;404ee00000000000:4062277864898746	404a77173d323fe2	bits	4051200000000000			
rt-seed-1698	seeded	seeded-linear	0.1	LINEAR	0000000000000000:c02935d8097a0410;4030600000000000:4055140e53353788;4038400000000000:c0223aacc96b29c0	3fec1c71ed33cd0d	bits	c01e000000000000			
rt-seed-1699	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:c04fc476ad0624e7;402bc00000000000:4056b91d2609c4ea;4034c00000000000:40373637e5c4eb18;4040300000000000:c05254866358f74d;4049000000000000:c0538a3795001b60	4056800000000000	bits	c0538a3795001b60			
rt-seed-1700	seeded	seeded-linear	5	LINEAR	0000000000000000:408943cb2c4fb89e;401e000000000000:408ad123f782ee53	4003ca10da362dda	bits	4089a00000000000			
rt-seed-1701	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:3fea085f35ca1a71;400e000000000000:3fdf6d65400fe6ce;403a200000000000:3fdfde67e372705c;4048b00000000000:3fbecb90a2a72318;404ed00000000000:3fe68585c3bfcead	4030ea88b58732ae	bits	3fdf9add3746f65f			
rt-seed-1702	seeded	seeded-linear	-1	LINEAR	0000000000000000:3f91dc33c213f600;401a000000000000:bfed26f8f6515052;403a600000000000:3fd506abddc00354	4056980000000000	bits	3fd506abddc00354			
rt-seed-1703	seeded	seeded-linear	0.01	LINEAR	0000000000000000:40440428ea0d6370;402d400000000000:404d62eeb57edef8	0000000000000000	bits	40440428ea0d6370			
rt-seed-1704	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:404abac96b9d693b;402fc00000000000:403981ad300a0da6	0000000000000000	bits	404abac96b9d693b			
